author,published,like_count,comment
Djungelurban,2021-04-19T17:31:26Z,0,"As someone who doesn't really care about league football in any country, this actually seems like a good idea to me. One league, where all the best players compete? Might actually pay attention to that..."
Booyar,2021-04-19T17:29:24Z,0,UEFA MAFIA
jesseordonez3361,2021-04-19T17:26:19Z,0,"All the leagues from the founding clubs should ban them FROM EVERYTHING! No premier league for you, no la liga for you, no Serie A for you, no nothing."
dcrosty5275,2021-04-19T17:24:28Z,0,Great reset🤡
danlino8887,2021-04-19T17:21:25Z,0,What gonna happen with the champions league? With this be coming reality very soon
danlino8887,2021-04-19T17:19:03Z,0,6:03 to 6:36 FFP! FFPPPPPPPPP!
jxr320,2021-04-19T17:14:29Z,0,"The “BIG 6” NEED to take a stand for Football when & wherever they can, MNF, SUPER SUNDAY.. ECT.
It’s more than the Clubs now, players from the “BIG 6” would lose the right & honour to play and represent they’re country for Greed, Selfishness and Wealth.
They need to realise how they started, and where they’re footballing Journey began, why they fell in love with the game so many of us also love.
Strictly speaking I want to see the Various England Nationals take a stand & use the platforms they have to voice they’re views and opinions on the matter at hand.
Enough is Enough."
saranyareddy450,2021-04-19T17:07:33Z,0,UEFA MONEY VS ESL MONEY . Just take u r time n think guys y UEFA is saying  players cant play in world cup is a black mail so they will fight with there club . If these big teams leaves pl will not hav money they will lose n series n laliga as well . So its money vs money situation.  Everything is money but esl rules r harsh. I love esl idea but they r disadvantages  . UEFA says we care about fans why r they starting conference league only to make more money across europe
liamedwards665,2021-04-19T17:06:36Z,0,So glad I dont support one of these clubs
ah-sc7rw,2021-04-19T17:03:35Z,1,"Ladz, this ain’t no conspiracy theory. Hear me out. These 12 clubs have created this super league as a leverage in negotiations with their respective local league. You see, a couple of years back, the big teams that dominated their local leagues made quite a large percentage of their league’s TV rights. This was based on the popularity of each match being watched on TV. This led to a wider ‘club worth’ gap between clubs in the same league and results like Barcelona 7-1. And these big clubs basically dominated. But recently, the leagues have caught up on this and begun distributing the money almost evenly to the clubs in the league. Which is giving less popular clubs more money and so better transfers, and resources. So the big clubs are not happy about this, because A they aren’t getting as much % money as they used to and B, because these less popular teams are now better equipped and put up tougher games against the big clubs. Therefore, the big clubs have created this super league as a negotiating tool to allow for greater percentage profits from their respective leagues. I honestly think that this super league won’t happen as the repercussions on the clubs is too big, but it will help them secure a bigger share of the TV rights $ in their league."
paulsingh9043,2021-04-19T16:59:57Z,0,"No agreement , no surrender to these mercenaries , greedy b@stards !"
almasolido374,2021-04-19T16:53:56Z,0,"As much as it would be morally right for the football world to be united and boycott this proposed Super league, something tells me that TV companies such as Sky would jump at the first opportunity to snap the rights to show this."
andirajo1441,2021-04-19T16:50:49Z,0,esl might be a good thing for football
aiham2441,2021-04-19T16:47:11Z,1,*world football
danielokoronkwo7736,2021-04-19T16:42:28Z,0,No this isn't needed at all
expandszn8008,2021-04-19T16:39:27Z,0,All they want is money 💰 the super league has to go
evanmorgan327,2021-04-19T16:36:13Z,0,All that money to support the new League? Why not use the money to support clubs that are dying? Or people that are dying of COVID?
KazimaliMawji,2021-04-19T16:23:33Z,0,Even the IPL had resistance from conception. This will transform football to new heights.
lynxfeni9234,2021-04-19T16:17:19Z,0,Why banning the teams if they r not happy with eufa... Teams should be able to choose thier prefer European cup competition
stavrosgeorgiades1219,2021-04-19T16:16:47Z,0,"Its all the fault of English football club ex owners who sold their clubs to Arabs, Russians and Asians, why do they complain now?"
witohutagalung1791,2021-04-19T16:15:38Z,0,"this silly competition should be rename as, ""european super league ft. arsenal and spurs as reguler guest"""
eugenepark,2021-04-19T16:15:07Z,0,"I actually love this as a fan 

No bs tournament style but everyone play everyone and see who gets the most pts"
brilliancesigma9063,2021-04-19T16:14:07Z,0,I’m a foreign armchair fan who consumes football exclusively via highlights and who only has appreciation for goals and tricks in football and not tactics and I think this is great to  play Real Madrid and Barcelona every week.
ajipurnomo8443,2021-04-19T16:13:38Z,2,"I can't wait for this....
Go to hell idealism"
lynxfeni9234,2021-04-19T16:13:28Z,1,Good news... 😊
deanwallace323,2021-04-19T16:13:15Z,0,All about money same as when sky  got the footy years ago.
josynaemikohler6572,2021-04-19T16:12:08Z,0,"Bayern, Dortmund, Leipzig and Leverkusen already said Nay. You have to dig really deep if you want some teams from Germany. :D
You can ask Schalke, they are currently last place in the Bundesliga, and their demotion is basically sealed. They might need some money."
justjam2177,2021-04-19T16:11:45Z,2,I was gonna buy a Manchester United kit not any more hello dourtment shirt 👋👋🏾
esreferoglu8528,2021-04-19T16:08:16Z,0,NBA€$€$ süper league
Ikejiaku,2021-04-19T16:08:09Z,0,A sad sad day for football.
jonathanwilson8951,2021-04-19T16:05:02Z,0,"They want to stay big clubs forever, so they get together and form a league that they cant be relegated from. Lol"
Lil_teeq,2021-04-19T16:04:22Z,0,And they cant buy foreign players now😔😔
fusionsuper34,2021-04-19T16:01:38Z,0,Thank goodness I'm a Barcelona fan so this means nothing to me.
lavadood1,2021-04-19T16:01:06Z,0,"""Black Tuesday"" 20th April 2021 is the time to unfollow these clubs on social media."
drissyeu9789,2021-04-19T15:59:53Z,1,I'M SORRY BUT THE FACT THAT THIS VID HAS 10K LIKES (BOYCOTT THIS)
Maurimutterinpuolikas,2021-04-19T15:57:20Z,0,We have to fight against it
morganni1973,2021-04-19T15:56:39Z,0,If all of their fans left then that would serve them right
0r4ng3p33l,2021-04-19T15:54:44Z,0,Yay for var I'd rather have var than this shite
ShakthivelMb,2021-04-19T15:50:24Z,0,They are **** ing football
kingmilly1875,2021-04-19T15:48:17Z,0,I’m taking down my flag as much as it hurts I can’t support this
husnaasif248,2021-04-19T15:47:51Z,0,im not sure if i liike or hate the idea because idk this is just very surprising i dont think that it will ruin football i think the premier league world cup champions league and so on are gonna be the same but with the super league asswell
latentdrax9576,2021-04-19T15:44:48Z,0,I wouldn't mind the idea of a Super League if there were 2 tiers consisting of 20 teams each with a promotion relegation system.
hamidqureshi2426,2021-04-19T15:42:34Z,1,Sky is only salty about this because they haven't secured broadcasting rites. If they had done they would be singing praises for the ESL because they're all about the money too.
ThanksThanks-ym7eu,2021-04-19T15:41:01Z,2,"Europeans are sad, others are excited"
RinaPark2003,2021-04-19T15:38:02Z,0,anyone here who supports the Premier League like me? im chelsea fan btw
norbertohernandez2412,2021-04-19T15:36:15Z,0,Will they still be playing in the prem and Ucl the rest of this season
rizzlerg,2021-04-19T15:31:46Z,2,"Im just sorry for the fans, the players and the managers"
standbanger2,2021-04-19T15:31:01Z,0,"The day football goes all F1, a sport for the wealthy not the fans!"
jordancoupe3395,2021-04-19T15:23:37Z,2,"""Open a new chapter""??😂 its the end of the book now😤"
balintgergely6729,2021-04-19T15:23:29Z,1,"Can someone please explain to me why this is so frowned upon? For me it seems like a great idea, to see the best of the best compete against each other on a weekly basis... This is exactly what the NBA does with basketball... if you ask m, that works pretty well"
jayjayf9699,2021-04-19T15:22:28Z,1,I may have to support another team now
goldenboy1435,2021-04-19T15:22:03Z,0,Rest in peace FPL
AbdulQadir-oe4wz,2021-04-19T15:20:16Z,0,Why it's even happening
nilsmartschin593,2021-04-19T15:16:40Z,0,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
Electro-nics,2021-04-19T15:16:33Z,0,I don’t get it. There is already a league similar to the super league is called Champions league and Europa league. Why the need to get another league?
mffmff2719,2021-04-19T15:15:20Z,0,If this really takes place then i will support luton town fc rather than Chelsea 😭😭😭. A man can change his religion but he can't change his football club. But i love football. And to save it from those money dog i will even change my beloved Chelsea 😭😭😭
bridgetbridget7175,2021-04-19T15:13:59Z,0,"Another sign of last days :” men will be lovers of money, betrayers” 🤦🏾‍♂️"
batichua7,2021-04-19T15:09:58Z,0,"""As flies to wanton boys we are for the Gods, they kill us for the sport. Soon the science will not only be able to slow down the aging of the cells, soon the science will fix the cells to the state, and so, we will become eternal. Only accidents, crimes, wars will still kill us. But unfortunately, crimes and wars will multiply. I love football."" - Eric Cantona



The Gods, FIFA and UEFA, kill players for the sport. They feed and profit on the dreams of those too young to realize how replaceable they are. As idols are created and made eternal, more dreams will be born. More people will be exploited, and those made eternal, will keep being exploited, until they've nothing left to give. I love football."
DomiMachtSachen,2021-04-19T15:09:28Z,0,Half the clubs are garbage in international comperisons if you look at their latest track records. Teams like AC Milan who are even struggling in Europa league. Smh
alangooney6324,2021-04-19T15:07:05Z,0,"Put them down to the non league, take their funds, replace them with the top 6 of each league so the top six of the championship will be in the Premier league, remove relagation this season so they can all stay up and restart the season"
max0506,2021-04-19T15:05:19Z,0,The real football has just begun 😍
tweyagazeshairock3257,2021-04-19T15:03:28Z,0,What is going on
gsxrsociety1473,2021-04-19T14:58:10Z,0,"Many teams lost millions, maybe billions during the pandemic. Jts the reason why they are moving forward with this plan. Maybe it will temporary."
JollyonInfotech,2021-04-19T14:57:52Z,3,Its funny that everyone opposing this league will end up watching all the matches
chrisj1906,2021-04-19T14:57:37Z,0,"Only reason sky care is because they aren’t involved and the potential for all the money they put in going down the toilet, love it"
cm2113,2021-04-19T14:54:18Z,0,Where's all this money coming from?
alanjames762,2021-04-19T14:54:03Z,0,European Soccer League. Nobody wants this NFL American crap in our beautiful game...
sharudinbinacob6131,2021-04-19T14:50:08Z,0,deduct 50 points from these clubs for each season and see how big they are after that
shroomjak200,2021-04-19T14:48:01Z,0,"Can someone explain why this is a big issue (not trying to argue it isn't, just quite oblivious rn)"
kibsnick,2021-04-19T14:47:12Z,0,super league they call it huuhhh......it is more of a cowards league....is china behind this too??
AK-md9jw,2021-04-19T14:43:27Z,1,This is just messed up. Why don’t the players just stand up and say they don’t want to play
encapsule2220,2021-04-19T14:43:08Z,0,"people always say ""boycott"" blablabla. Owners are not dumb, eventually people will forget and itll be the new normal and they will make more money. Cmon, yall thought the elite havent thought of this reaction? They understand human nature and that with time we wont give a sht anymore and just enjoy the games."
adamtaylor3346,2021-04-19T14:42:21Z,0,"They do realise that if it goes through, which it never will, no fans are gonna watch the games and they wont earn anything"
landrovervideos1182,2021-04-19T14:40:01Z,1,Football and var is wrestling in disguise totally corrupt
indodaengaziwa6274,2021-04-19T14:38:01Z,0,"It's these lockdown measures, no fans in stadiums, no gate takings for the clubs. To me I see this as 'competitive' friendlies."
stigermorgan6481,2021-04-19T14:36:54Z,0,Its all just about money if u want to ban them u have to limit players crazy wages....
johndillon5767,2021-04-19T14:36:32Z,0,Clearly just about a business model for the future. Only dollars. Americans don’t understand the history Arabs want money. This has to be stopped. BAN foreign ownership ! Take the hit in lower player salaries and it will come better again likely with better British National side performances. The Real Fans won’t care about super leagues !!
losgalacticos574,2021-04-19T14:34:36Z,0,"Florentino is such a clown
🤡🤡🤡🤡🤡"
arghyaroy7614,2021-04-19T14:31:25Z,0,"Disgusting , Dishonoreble, Disrespectful, Disgraceful, Despicable 😭"
TrueXhomerS,2021-04-19T14:29:09Z,0,"Boycott and when they realise there aren't fans putting money in, they'll want to come crawling back"
josepena4650,2021-04-19T14:25:49Z,0,"Buy Fifa and UEFA Is a maffia, it's no Wonder the biggest clubs are creating this, I think it's great news bojkott the Uefa/Fifa maffia"
safa6679,2021-04-19T14:25:07Z,0,This is weired idea
gabrielkaroma1062,2021-04-19T14:24:49Z,0,"This is not the end of football. This is the beginning of a new era. Fifa and Uefa should stop acting like they own football. 
Yup this all about money, it's always about money. Clubs wants more money cause the owners are all businessman and they greedy. On the other side fifa and uefa want to keep the old system cause they corrupt."
